H,HV,HKO,PL,D,ER,PIND,MOODETUD_P,KKT,DBH,H_VALEM,V,S
20.90,6.80,0.00,LM,23.85,10,0.64010,0.64010,JO,23.85,21.379,0.44866,9.9338
11.26,4.08,0.42,KU,14.10,10,0.64010,0.64010,JO,14.10,16.479,0.10201,3.5340
15.30,5.00,0.00,VA,14.45,11,0.88644,0.88644,JO,14.45,16.721,0.11848,4.2412
18.40,6.30,0.00,LM,22.60,10,0.64010,0.64010,JO,22.60,20.915,0.35809,8.2984
10.30,2.50,0.30,KU,8.05,10,0.64010,0.64010,JO,8.05,10.932,0.03183,1.8979
7.40,1.00,0.20,KU,9.90,11,0.88644,0.88644,JO,9.90,12.943,0.03619,1.7105
12.20,5.00,1.20,KU,16.75,10,0.64010,0.64010,JO,16.75,18.162,0.15193,4.4791
23.00,6.70,2.00,KU,30.80,11,0.88644,0.88644,JO,30.80,23.430,0.83079,14.2359
20.50,9.50,0.00,LM,28.50,10,0.64010,0.64010,JO,28.50,22.835,0.62776,11.6260
16.60,8.50,0.00,KS,10.20,11,0.88644,0.88644,JO,10.20,13.240,0.06312,3.2548
20.70,8.70,0.00,KS,14.10,11,0.88644,0.88644,JO,14.10,16.479,0.14630,5.5630
19.10,7.00,0.00,LM,14.85,11,0.88644,0.88644,JO,14.85,16.991,0.16056,5.6712
23.00,9.10,0.00,LM,26.85,10,0.64010,0.64010,JO,26.85,22.361,0.62248,12.3065
14.80,5.10,0.00,VA,11.15,11,0.88644,0.88644,JO,11.15,14.130,0.06851,3.1692
13.30,2.60,0.00,KS,8.60,10,0.64010,0.64010,JO,8.60,11.564,0.03734,2.2306
9.00,1.30,1.00,KU,9.20,11,0.88644,0.88644,JO,9.20,12.220,0.03690,1.9072
7.60,3.20,0.10,KU,7.20,11,0.88644,0.88644,JO,7.20,9.894,0.01792,1.0369
11.70,1.70,0.00,VA,11.95,11,0.88644,0.88644,JO,11.95,14.825,0.06442,2.7190
17.00,4.10,0.70,KU,17.70,10,0.64010,0.64010,JO,17.70,18.689,0.22485,6.4399
23.30,3.30,3.30,KU,34.10,10,0.64010,0.64010,JO,34.10,24.173,1.01183,15.7521
6.40,1.60,0.40,KU,7.60,11,0.88644,0.88644,JO,7.60,10.392,0.01756,0.9588
20.00,6.10,0.00,KS,19.00,10,0.64010,0.64010,JO,19.00,19.353,0.25759,7.2493
12.50,5.00,0.00,LM,8.10,11,0.88644,0.88644,JO,8.10,10.990,0.03308,2.0631
5.80,0.60,0.40,KU,8.10,11,0.88644,0.88644,JO,8.10,10.990,0.02002,1.1274
11.10,1.90,0.50,KU,9.75,10,0.64010,0.64010,JO,9.75,12.792,0.04931,2.4492
33.00,9.00,7.50,KU,57.50,11,0.88644,0.88644,JO,57.50,27.317,3.51495,33.9822
10.28,3.29,0.37,KU,10.25,10,0.64010,0.64010,JO,10.25,13.289,0.05094,2.3938
20.50,8.30,0.00,LM,24.65,10,0.64010,0.64010,JO,24.65,21.658,0.47043,10.0678
23.00,3.20,0.00,LM,29.20,11,0.88644,0.88644,JO,29.20,23.024,0.73541,13.3736
19.40,3.50,0.50,KU,22.90,10,0.64010,0.64010,JO,22.90,21.030,0.41124,9.2641
14.90,4.20,0.60,KU,14.45,11,0.88644,0.88644,JO,14.45,16.721,0.13593,4.6983
13.70,2.60,1.30,KU,13.70,11,0.88644,0.88644,JO,13.70,16.193,0.11409,4.1282
10.20,3.70,0.40,KU,8.80,7,1.36565,0.09597,MO,8.80,11.786,0.03758,2.0507
24.90,4.10,3.90,KU,24.70,10,0.64010,0.64010,JO,24.70,21.675,0.59501,12.6331
16.50,4.70,0.00,KS,11.45,10,0.64010,0.64010,JO,11.45,14.396,0.07913,3.6328
24.30,10.30,0.00,LM,23.00,11,0.88644,0.88644,JO,23.00,21.068,0.48294,11.1645
9.90,2.73,0.60,KU,9.55,11,0.88644,0.88644,JO,9.55,12.587,0.04299,2.1592
9.70,1.40,0.50,KU,11.15,10,0.64010,0.64010,JO,11.15,14.130,0.05714,2.4601
8.50,4.10,0.20,KU,8.15,11,0.88644,0.88644,JO,8.15,11.049,0.02775,1.6085
8.80,1.87,0.00,TA,11.35,10,0.64010,0.64010,JO,11.35,14.308,0.04599,1.9826
13.40,1.80,0.30,KU,18.15,11,0.88644,0.88644,JO,18.15,18.926,0.19179,5.2696
11.20,2.60,0.50,KU,10.10,11,0.88644,0.88644,JO,10.10,13.142,0.05322,2.5552
9.30,4.30,0.40,KU,11.80,10,0.64010,0.64010,JO,11.80,14.698,0.06158,2.4988
34.20,10.20,4.30,KU,79.70,11,0.88644,0.88644,JO,79.70,28.758,6.23575,44.1344
11.40,3.00,0.80,KU,10.65,10,0.64010,0.64010,JO,10.65,13.671,0.05989,2.7337
16.20,2.70,0.50,KU,20.30,11,0.88644,0.88644,JO,20.30,19.961,0.27945,6.9873
12.80,4.50,0.60,KU,12.75,10,0.64010,0.64010,JO,12.75,15.475,0.09369,3.6180
15.60,6.40,0.00,KS,13.90,11,0.88644,0.88644,JO,13.90,16.337,0.11123,4.1828
22.50,7.90,0.00,LM,32.15,11,0.88644,0.88644,JO,32.15,23.748,0.87153,14.3863
9.30,2.80,0.20,KU,7.05,7,1.36565,0.09597,MO,7.05,9.704,0.02003,1.1973
13.90,7.00,0.00,LM,12.90,11,0.88644,0.88644,JO,12.90,15.592,0.09154,3.6253
22.40,9.70,0.00,LM,16.65,11,0.88644,0.88644,JO,16.65,18.105,0.23441,7.4534
8.20,2.00,0.30,KU,7.25,11,0.88644,0.88644,JO,7.25,9.958,0.01926,1.1098
8.80,2.40,0.50,KU,8.65,11,0.88644,0.88644,JO,8.65,11.620,0.03210,1.7597
7.30,3.20,0.60,NU,8.80,7,1.36565,0.09597,MO,8.80,11.786,0.02842,1.5070
13.40,3.50,0.30,KU,16.05,11,0.88644,0.88644,JO,16.05,17.750,0.15168,4.6963
12.50,4.60,0.40,KU,12.20,10,0.64010,0.64010,JO,12.20,15.033,0.08431,3.3929
22.40,6.50,0.00,KS,20.50,11,0.88644,0.88644,JO,20.50,20.049,0.33227,8.7397
16.30,3.10,0.80,KU,13.85,10,0.64010,0.64010,JO,13.85,16.301,0.13553,4.9125
12.60,4.80,0.40,KU,12.65,7,1.36565,0.09597,MO,12.65,15.396,0.09104,3.5385
10.30,4.40,0.00,KS,8.70,11,0.88644,0.88644,JO,8.70,11.675,0.03125,1.7878
33.80,14.50,8.00,KU,49.00,11,0.88644,0.88644,JO,49.00,26.470,2.73579,30.7665
8.60,4.50,0.00,PI,7.95,10,0.64010,0.64010,JO,7.95,10.813,0.02417,1.2652
18.70,5.50,0.00,LM,21.20,11,0.88644,0.88644,JO,21.20,20.351,0.32000,7.9128
20.40,7.60,0.00,KS,19.00,11,0.88644,0.88644,JO,19.00,19.353,0.26219,7.3903
10.60,2.70,0.60,KU,11.30,11,0.88644,0.88644,JO,11.30,14.264,0.06318,2.7050
10.20,3.50,0.20,KU,9.55,11,0.88644,0.88644,JO,9.55,12.587,0.04409,2.2197
16.00,4.90,0.00,KS,17.25,10,0.64010,0.64010,JO,17.25,18.444,0.17499,5.3161
6.00,4.10,0.00,KS,7.65,10,0.64010,0.64010,JO,7.65,10.453,0.01694,0.9205
19.00,9.50,0.00,KS,23.25,11,0.88644,0.88644,JO,23.25,21.161,0.36859,8.4412
13.30,4.30,0.60,KU,10.20,11,0.88644,0.88644,JO,10.20,13.240,0.06283,3.0278
22.80,5.60,0.00,SA,25.30,11,0.88644,0.88644,JO,25.30,21.875,0.54728,11.3887
12.50,5.50,0.00,VA,12.65,7,1.36565,0.09597,MO,12.65,15.396,0.07633,3.0632
33.90,23.40,9.60,KU,37.60,11,0.88644,0.88644,JO,37.60,24.845,1.72117,24.8172
15.80,3.20,0.00,KS,17.15,10,0.64010,0.64010,JO,17.15,18.389,0.17115,5.2230
14.00,2.00,0.40,KU,12.10,11,0.88644,0.88644,JO,12.10,14.950,0.09147,3.7427
13.60,3.80,0.80,KU,14.65,7,1.36565,0.09597,MO,14.65,16.857,0.12897,4.3690
23.20,9.10,0.00,LM,23.70,10,0.64010,0.64010,JO,23.70,21.325,0.48981,10.9698
11.40,3.20,1.70,KU,10.35,10,0.64010,0.64010,JO,10.35,13.385,0.05665,2.6595
6.00,4.60,0.00,KS,7.60,10,0.64010,0.64010,JO,7.60,10.392,0.01672,0.9144
17.80,7.40,0.00,LM,16.95,11,0.88644,0.88644,JO,16.95,18.276,0.19595,6.0356
11.90,3.30,0.00,SP,7.80,10,0.64010,0.64010,JO,7.80,10.634,0.02977,1.6368
16.00,5.50,0.00,KS,13.65,11,0.88644,0.88644,JO,13.65,16.156,0.10957,4.2066
12.70,1.40,0.30,KU,11.75,11,0.88644,0.88644,JO,11.75,14.656,0.07946,3.3219
25.20,5.60,5.60,KU,39.15,10,0.64010,0.64010,JO,39.15,25.112,1.39443,19.1271
18.40,5.50,0.30,KU,22.60,10,0.64010,0.64010,JO,22.60,20.915,0.38267,8.7019
11.70,2.90,1.20,KU,17.35,10,0.64010,0.64010,JO,17.35,18.499,0.15683,4.4529
10.00,3.40,0.40,KU,10.00,11,0.88644,0.88644,JO,10.00,13.043,0.04743,2.2785
29.90,14.90,5.20,KU,44.00,11,0.88644,0.88644,JO,44.00,25.844,2.01459,24.9482
7.90,3.50,0.00,PI,7.55,10,0.64010,0.64010,JO,7.55,10.330,0.02035,1.1215
24.60,11.90,0.80,KU,33.35,10,0.64010,0.64010,JO,33.35,24.014,1.02180,16.2917
21.00,10.60,0.00,KS,14.25,11,0.88644,0.88644,JO,14.25,16.583,0.15138,5.7018
13.60,1.50,0.30,KU,10.70,11,0.88644,0.88644,JO,10.70,13.717,0.07029,3.2374
7.80,4.10,0.00,KU,10.75,10,0.64010,0.64010,JO,10.75,13.764,0.04439,1.9437
16.00,1.60,0.20,KU,13.20,11,0.88644,0.88644,JO,13.20,15.822,0.12155,4.6115
22.30,6.10,2.30,KU,30.45,10,0.64010,0.64010,JO,30.45,23.344,0.79089,13.6775
20.70,4.40,0.00,KS,30.55,11,0.88644,0.88644,JO,30.55,23.369,0.68680,12.0532
16.30,4.40,0.00,LM,13.00,11,0.88644,0.88644,JO,13.00,15.669,0.10672,4.2546
33.40,23.00,10.00,MA,43.10,11,0.88644,0.88644,JO,43.10,25.719,2.11888,27.4464
13.00,4.00,0.00,LM,10.95,11,0.88644,0.88644,JO,10.95,13.949,0.06239,2.8908
7.60,2.40,0.40,KU,7.80,11,0.88644,0.88644,JO,7.80,10.634,0.02113,1.1233
14.00,3.80,0.30,KU,15.20,7,1.36565,0.09597,MO,15.20,17.220,0.14192,4.6484
17.60,1.80,0.40,KU,16.75,11,0.88644,0.88644,JO,16.75,18.162,0.20874,6.3210
16.00,3.70,1.30,KU,18.15,11,0.88644,0.88644,JO,18.15,18.926,0.22360,6.2247
10.70,1.80,1.00,KU,14.45,10,0.64010,0.64010,JO,14.45,16.721,0.10245,3.4502
13.70,6.00,0.00,KU,13.70,10,0.64010,0.64010,JO,13.70,16.193,0.11409,4.1282
16.70,2.10,0.50,KU,16.25,11,0.88644,0.88644,JO,16.25,17.870,0.18807,5.8451
16.50,3.50,0.00,VA,12.80,11,0.88644,0.88644,JO,12.80,15.514,0.09932,4.0398
9.90,4.00,0.00,VA,8.60,10,0.64010,0.64010,JO,8.60,11.564,0.02904,1.6741
14.60,4.30,2.50,KU,18.75,11,0.88644,0.88644,JO,18.75,19.230,0.21964,5.8859
7.10,2.00,0.40,KU,7.95,7,1.36565,0.09597,MO,7.95,10.813,0.02087,1.0854
18.60,4.00,0.40,KU,26.30,10,0.64010,0.64010,JO,26.30,22.194,0.51263,10.0860
6.40,2.30,1.20,KU,8.20,10,0.64010,0.64010,JO,8.20,11.107,0.02221,1.2475
26.90,12.30,3.00,KU,31.55,11,0.88644,0.88644,JO,31.55,23.609,1.00421,16.9457
9.90,2.80,0.40,KU,10.15,10,0.64010,0.64010,JO,10.15,13.191,0.04841,2.2901
25.30,4.20,1.00,KU,35.20,11,0.88644,0.88644,JO,35.20,24.396,1.15642,17.5431
13.50,2.70,0.40,KU,13.35,11,0.88644,0.88644,JO,13.35,15.935,0.10717,3.9728
8.00,1.90,0.20,KU,7.00,10,0.64010,0.64010,JO,7.00,9.640,0.01759,1.0503
9.30,2.20,0.50,KU,9.05,7,1.36565,0.09597,MO,9.05,12.059,0.03673,1.9347
34.90,24.70,10.20,KU,43.70,11,0.88644,0.88644,JO,43.70,25.803,2.31189,28.9730
16.00,2.10,0.00,RE,23.00,11,0.88644,0.88644,JO,23.00,21.068,0.31209,7.1397
6.80,3.00,0.40,KU,10.40,11,0.88644,0.88644,JO,10.40,13.433,0.03718,1.6608
7.80,3.80,0.40,KU,7.90,10,0.64010,0.64010,JO,7.90,10.754,0.02214,1.1615
19.90,5.20,0.40,KU,25.65,11,0.88644,0.88644,JO,25.65,21.989,0.51985,10.5203
25.00,2.40,0.50,KU,41.80,10,0.64010,0.64010,JO,41.80,25.529,1.55505,20.0436
15.90,5.10,0.00,SA,18.50,10,0.64010,0.64010,JO,18.50,19.105,0.21936,6.0258
27.10,8.00,5.20,KU,38.50,11,0.88644,0.88644,JO,38.50,25.002,1.44855,20.2560
12.80,7.80,0.00,KS,10.25,10,0.64010,0.64010,JO,10.25,13.289,0.05144,2.5664
21.80,8.80,3.00,KU,27.50,10,0.64010,0.64010,JO,27.50,22.553,0.64232,12.2257
12.30,3.50,0.00,KS,11.45,10,0.64010,0.64010,JO,11.45,14.396,0.06217,2.7640
12.60,3.70,0.00,PN,17.30,7,1.36565,0.09597,MO,17.30,18.472,0.15154,4.4256
34.10,17.20,14.20,KU,41.80,11,0.88644,0.88644,JO,41.80,25.529,2.08973,27.2839
12.70,3.40,0.40,NU,18.25,10,0.64010,0.64010,JO,18.25,18.977,0.18513,5.0381
13.60,9.40,0.00,KU,11.10,11,0.88644,0.88644,JO,11.10,14.085,0.07548,3.3536
11.60,2.60,0.00,PN,11.80,7,1.36565,0.09597,MO,11.80,14.698,0.06569,2.7947
21.20,7.00,6.10,KU,39.45,11,0.88644,0.88644,JO,39.45,25.161,1.20657,16.2735
14.60,5.10,0.30,KU,11.15,10,0.64010,0.64010,JO,11.15,14.130,0.08097,3.6001
16.70,4.90,2.50,KU,19.95,11,0.88644,0.88644,JO,19.95,19.802,0.27773,7.0766
19.30,9.80,0.00,PN,19.65,11,0.88644,0.88644,JO,19.65,19.664,0.28532,7.5337
8.00,3.50,0.40,KU,10.90,10,0.64010,0.64010,JO,10.90,13.903,0.04657,2.0161
10.90,3.90,0.00,SP,15.60,11,0.88644,0.88644,JO,15.60,17.474,0.10753,3.4570
20.70,5.50,0.00,TM,18.50,10,0.64010,0.64010,JO,18.50,19.105,0.25542,7.4035
19.80,6.80,0.00,LM,17.05,11,0.88644,0.88644,JO,17.05,18.333,0.21862,6.7431
10.40,4.40,0.40,KU,7.95,11,0.88644,0.88644,JO,7.95,10.813,0.02795,1.4843
15.10,4.80,0.00,VA,10.95,10,0.64010,0.64010,JO,10.95,13.949,0.06723,3.1727
11.48,6.32,0.00,LM,10.30,11,0.88644,0.88644,JO,10.30,13.337,0.04982,2.4218
23.80,4.60,3.20,KU,33.00,10,0.64010,0.64010,JO,33.00,23.938,0.97223,15.6310
11.20,2.10,0.30,KU,10.25,11,0.88644,0.88644,JO,10.25,13.289,0.05476,2.5918
22.40,12.10,4.00,KU,28.60,11,0.88644,0.88644,JO,28.60,22.863,0.70782,12.9969
12.80,2.70,0.30,KU,15.30,10,0.64010,0.64010,JO,15.30,17.284,0.13308,4.3013
23.40,2.00,0.00,SA,29.20,11,0.88644,0.88644,JO,29.20,23.024,0.74460,13.4567
18.60,3.10,0.60,KU,22.50,11,0.88644,0.88644,JO,22.50,20.877,0.38317,8.7565
22.50,6.90,0.00,TM,15.35,10,0.64010,0.64010,JO,15.35,17.316,0.19125,6.7032
12.40,3.90,0.50,KU,12.10,11,0.88644,0.88644,JO,12.10,14.950,0.08241,3.3412
23.40,17.20,3.30,KU,29.65,10,0.64010,0.64010,JO,29.65,23.141,0.78725,13.9995
15.50,6.10,0.40,KU,12.15,11,0.88644,0.88644,JO,12.15,14.992,0.10074,4.1352
12.30,6.40,0.00,KS,8.95,10,0.64010,0.64010,JO,8.95,11.951,0.03799,2.1605
18.60,7.20,0.00,LM,16.60,11,0.88644,0.88644,JO,16.60,18.076,0.19564,6.1723
14.80,3.50,0.40,KU,11.90,10,0.64010,0.64010,JO,11.90,14.783,0.09294,3.8811
13.00,2.40,0.40,KU,15.75,10,0.64010,0.64010,JO,15.75,17.567,0.14255,4.4849
13.10,3.50,0.80,KU,12.40,11,0.88644,0.88644,JO,12.40,15.196,0.09057,3.6002
13.50,1.50,0.40,KU,18.15,10,0.64010,0.64010,JO,18.15,18.926,0.19301,5.3063
16.90,5.30,3.20,KU,15.10,10,0.64010,0.64010,JO,15.10,17.155,0.16516,5.5168
8.30,3.00,0.40,KU,7.85,11,0.88644,0.88644,JO,7.85,10.694,0.02291,1.2135
21.30,11.20,11.00,KU,28.10,10,0.64010,0.64010,JO,28.10,22.724,0.65446,12.1869
18.30,4.50,2.30,KU,21.05,10,0.64010,0.64010,JO,21.05,20.288,0.33323,8.1111
13.30,5.30,0.80,KU,12.25,10,0.64010,0.64010,JO,12.25,15.074,0.08962,3.6094
27.70,16.90,0.00,MA,41.40,8,1.70988,0.30206,SS,41.40,25.469,1.65496,22.0508
14.40,3.00,0.00,VA,12.15,11,0.88644,0.88644,JO,12.15,14.992,0.07945,3.3645
9.60,1.70,0.20,KU,9.40,11,0.88644,0.88644,JO,9.40,12.431,0.04062,2.0668
11.80,1.60,0.30,KU,9.20,11,0.88644,0.88644,JO,9.20,12.220,0.04638,2.4511
15.20,5.20,0.00,KS,11.00,10,0.64010,0.64010,JO,11.00,13.994,0.06817,3.2304
16.30,7.00,3.00,KU,15.95,8,1.70988,0.30206,SS,15.95,17.690,0.17766,5.6133
17.40,8.30,1.70,KU,27.45,10,0.64010,0.64010,JO,27.45,22.539,0.52310,9.8354
12.20,5.30,0.00,KS,11.85,10,0.64010,0.64010,JO,11.85,14.741,0.06616,2.8392
9.80,1.70,0.30,KU,8.50,11,0.88644,0.88644,JO,8.50,11.451,0.03395,1.9108
13.80,5.20,0.00,KS,8.90,10,0.64010,0.64010,JO,8.90,11.896,0.04121,2.3886
12.50,5.10,0.00,VA,8.95,10,0.64010,0.64010,JO,8.95,11.951,0.03819,2.1665
27.00,20.50,14.60,MA,39.05,11,0.88644,0.88644,JO,39.05,25.095,1.44622,20.3661
10.30,3.90,0.00,VA,7.20,10,0.64010,0.64010,JO,7.20,9.894,0.02260,1.3332
10.30,4.20,0.00,KS,8.00,10,0.64010,0.64010,JO,8.00,10.873,0.02642,1.6440
15.20,2.40,0.00,VA,16.35,11,0.88644,0.88644,JO,16.35,17.930,0.15085,4.7696
10.00,3.30,0.00,PI,8.55,10,0.64010,0.64010,JO,8.55,11.507,0.03076,1.7776
11.80,5.30,0.00,VA,9.20,10,0.64010,0.64010,JO,9.20,12.220,0.03845,2.1096
8.50,1.80,0.40,KU,8.10,11,0.88644,0.88644,JO,8.10,10.990,0.02741,1.5989
14.10,8.00,0.00,KS,8.05,10,0.64010,0.64010,JO,8.05,10.932,0.03431,2.2040
15.50,6.00,0.40,KU,16.70,10,0.64010,0.64010,JO,16.70,18.134,0.18560,5.5887
21.90,7.30,4.50,KU,31.95,10,0.64010,0.64010,JO,31.95,23.702,0.84937,14.0183
21.60,8.30,4.80,KU,19.90,8,1.70988,0.30206,SS,19.90,19.779,0.34805,9.0300
21.60,2.80,0.80,KU,24.75,11,0.88644,0.88644,JO,24.75,21.692,0.52392,11.0231
16.90,6.30,0.00,KS,12.75,11,0.88644,0.88644,JO,12.75,15.475,0.10014,4.1382
21.90,10.80,3.00,KU,23.30,11,0.88644,0.88644,JO,23.30,21.179,0.47405,10.5758
12.80,4.60,0.80,KU,10.20,10,0.64010,0.64010,JO,10.20,13.240,0.06079,2.9212
5.00,1.20,0.30,KU,7.15,10,0.64010,0.64010,JO,7.15,9.831,0.01283,0.7589
14.90,4.00,0.80,KU,14.25,10,0.64010,0.64010,JO,14.25,16.583,0.13234,4.6367
11.50,2.40,0.00,VA,8.00,11,0.88644,0.88644,JO,8.00,10.873,0.02845,1.7905
16.00,6.00,0.00,KS,10.00,10,0.64010,0.64010,JO,10.00,13.043,0.05881,3.0818
15.40,2.60,0.10,KU,22.00,10,0.64010,0.64010,JO,22.00,20.680,0.31112,7.1726
11.30,3.20,0.00,PI,8.35,10,0.64010,0.64010,JO,8.35,11.280,0.03225,1.9375
13.60,4.70,0.40,KU,14.75,11,0.88644,0.88644,JO,14.75,16.924,0.13066,4.3972
31.10,8.90,3.60,KU,40.70,11,0.88644,0.88644,JO,40.70,25.361,1.82302,24.3295
24.90,10.40,6.60,KU,35.20,10,0.64010,0.64010,JO,35.20,24.396,1.13941,17.2716
28.30,14.20,0.00,LM,47.85,10,0.64010,0.64010,JO,47.85,26.336,2.41111,27.0023
9.10,3.50,0.00,VA,7.95,8,1.70988,0.30206,SS,7.95,10.813,0.02523,1.3258
9.70,2.50,0.00,VA,8.65,10,0.64010,0.64010,JO,8.65,11.620,0.02890,1.6523
10.20,1.80,0.50,KU,9.25,11,0.88644,0.88644,JO,9.25,12.273,0.04142,2.1522
23.70,9.70,0.00,LM,21.30,11,0.88644,0.88644,JO,21.30,20.393,0.40442,10.0834
27.70,13.80,9.40,KU,38.15,8,1.70988,0.30206,SS,38.15,24.942,1.45482,20.5397
15.50,6.60,0.00,LM,14.60,10,0.64010,0.64010,JO,14.60,16.823,0.12870,4.5498
15.40,5.00,0.00,VA,15.70,10,0.64010,0.64010,JO,15.70,17.536,0.14068,4.6375
9.80,3.20,0.40,KU,8.90,11,0.88644,0.88644,JO,8.90,11.896,0.03714,1.9980
10.70,1.80,0.20,KU,9.10,11,0.88644,0.88644,JO,9.10,12.113,0.04178,2.2145
15.20,4.80,0.00,VA,11.15,10,0.64010,0.64010,JO,11.15,14.130,0.07011,3.2512
23.50,12.70,0.00,LM,18.80,11,0.88644,0.88644,JO,18.80,19.255,0.31281,8.8301
9.90,2.10,0.50,KU,10.45,8,1.70988,0.30206,SS,10.45,13.481,0.05124,2.3553
18.00,5.40,2.50,KU,16.65,11,0.88644,0.88644,JO,16.65,18.105,0.21053,6.4216
18.40,8.30,8.30,KU,19.85,11,0.88644,0.88644,JO,19.85,19.756,0.29975,7.7238
7.90,2.00,0.30,KU,7.50,11,0.88644,0.88644,JO,7.50,10.269,0.02007,1.1140
13.70,4.20,0.30,KU,14.70,10,0.64010,0.64010,JO,14.70,16.891,0.13064,4.4133
7.70,4.00,0.40,KU,10.05,10,0.64010,0.64010,JO,10.05,13.092,0.03851,1.7999
11.80,2.10,0.50,KU,12.50,11,0.88644,0.88644,JO,12.50,15.277,0.08413,3.2911
12.20,5.10,0.00,KS,8.45,10,0.64010,0.64010,JO,8.45,11.394,0.03364,2.0246
21.40,6.70,1.60,KU,19.20,10,0.64010,0.64010,JO,19.20,19.450,0.32253,8.6575
15.80,6.20,0.30,KU,14.90,10,0.64010,0.64010,JO,14.90,17.024,0.15174,5.1115
22.10,9.70,3.50,KU,29.20,10,0.64010,0.64010,JO,29.20,23.024,0.72636,13.0666
14.40,8.30,0.00,KS,17.10,10,0.64010,0.64010,JO,17.10,18.361,0.15752,4.7744
9.00,5.80,0.50,KU,8.95,11,0.88644,0.88644,JO,8.95,11.951,0.03496,1.8569
27.70,9.30,8.00,KU,35.35,11,0.88644,0.88644,JO,35.35,24.425,1.26874,19.2489
18.40,4.50,0.50,KU,16.80,11,0.88644,0.88644,JO,16.80,18.191,0.21840,6.6129
11.30,3.80,0.10,KU,7.75,10,0.64010,0.64010,JO,7.75,10.574,0.02824,1.5545
9.30,1.40,0.40,KU,7.05,11,0.88644,0.88644,JO,7.05,9.704,0.02003,1.1973
11.90,3.60,0.20,KU,14.05,10,0.64010,0.64010,JO,14.05,16.443,0.10617,3.7075
11.70,3.80,0.40,KU,11.00,11,0.88644,0.88644,JO,11.00,13.994,0.06520,2.8889
12.80,5.20,0.40,KU,12.30,11,0.88644,0.88644,JO,12.30,15.115,0.08740,3.4960
8.80,1.50,0.20,KU,7.90,11,0.88644,0.88644,JO,7.90,10.754,0.02427,1.2813
24.50,10.60,0.00,LM,32.15,10,0.64010,0.64010,JO,32.15,23.748,0.94730,15.6927
13.60,6.80,0.00,HB,10.45,11,0.88644,0.88644,JO,10.45,13.481,0.05878,2.8612
16.90,5.80,0.00,KS,13.50,10,0.64010,0.64010,JO,13.50,16.046,0.11227,4.3816
8.50,6.30,0.20,KU,8.60,10,0.64010,0.64010,JO,8.60,11.564,0.03083,1.6947
12.10,4.40,0.40,KU,8.85,11,0.88644,0.88644,JO,8.85,11.841,0.04393,2.4167
5.90,2.50,0.50,KU,11.15,11,0.88644,0.88644,JO,11.15,14.130,0.03800,1.5622
11.28,1.40,0.40,KU,13.80,11,0.88644,0.88644,JO,13.80,16.265,0.09802,3.4682
4.00,2.00,1.20,KU,7.55,10,0.64010,0.64010,JO,7.55,10.330,0.01210,0.7029
15.30,4.70,1.20,KU,15.80,10,0.64010,0.64010,JO,15.80,17.598,0.16508,5.2407
16.60,7.50,0.80,KU,14.80,11,0.88644,0.88644,JO,14.80,16.957,0.15644,5.3221
15.10,5.70,0.30,KU,16.25,10,0.64010,0.64010,JO,16.25,17.870,0.17220,5.3147
7.90,3.90,2.00,KU,12.90,10,0.64010,0.64010,JO,12.90,15.592,0.06395,2.3430
13.70,7.30,0.00,KS,8.75,10,0.64010,0.64010,JO,8.75,11.731,0.03960,2.3326
11.80,5.00,0.00,LM,15.90,11,0.88644,0.88644,JO,15.90,17.659,0.12114,3.8284
8.20,5.10,0.40,KU,7.75,10,0.64010,0.64010,JO,7.75,10.574,0.02210,1.1863
25.30,12.20,11.70,KU,47.10,8,1.70988,0.30206,SS,47.10,26.245,1.93953,22.3506
14.10,5.90,0.00,KS,13.05,10,0.64010,0.64010,JO,13.05,15.708,0.09017,3.5730
15.40,5.50,0.40,KU,12.90,10,0.64010,0.64010,JO,12.90,15.592,0.11245,4.3517
27.20,11.30,4.50,KU,40.90,11,0.88644,0.88644,JO,40.90,25.392,1.61881,21.3860
28.20,10.80,3.00,KU,41.50,11,0.88644,0.88644,JO,41.50,25.484,1.71871,22.4326
27.30,13.10,10.10,KU,33.75,11,0.88644,0.88644,JO,33.75,24.099,1.15096,18.2324
12.20,6.80,0.70,KU,10.15,11,0.88644,0.88644,JO,10.15,13.191,0.05779,2.7800
13.70,6.30,0.30,KU,11.60,11,0.88644,0.88644,JO,11.60,14.527,0.08273,3.5224
27.50,13.10,3.50,KU,34.90,10,0.64010,0.64010,JO,34.90,24.336,1.23130,18.9026
16.30,5.30,0.00,KS,11.10,11,0.88644,0.88644,JO,11.10,14.085,0.07360,3.4813
13.60,2.20,0.50,KU,11.95,10,0.64010,0.64010,JO,11.95,14.825,0.08708,3.5992
12.80,3.80,0.00,LM,9.45,11,0.88644,0.88644,JO,9.45,12.483,0.04590,2.4599
29.80,9.50,4.00,KU,29.70,11,0.88644,0.88644,JO,29.70,23.154,0.99108,17.7819
12.40,3.20,0.20,KU,10.95,8,1.70988,0.30206,SS,10.95,13.949,0.06791,3.0362
12.00,7.90,0.40,KU,9.80,11,0.88644,0.88644,JO,9.80,12.842,0.05322,2.6465
18.20,4.50,0.00,LM,15.55,11,0.88644,0.88644,JO,15.55,17.442,0.16838,5.6615
16.50,4.50,0.00,KS,18.05,11,0.88644,0.88644,JO,18.05,18.874,0.19665,5.7268
25.40,8.00,6.40,KU,36.35,8,1.70988,0.30206,SS,36.35,24.617,1.22987,18.1022
